Gran Titration Data Report - Nielsen Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sample ID,,,,,,,,,,,Name,,,,,Result,,,,,,,,,State,,,,
,492,,,,3.2600,,,,,,,282.7,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,495,,,,3.2800,,,,,,,282.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,498,,,,3.3000,,,,,,,283.0,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,501,,,,3.3200,,,,,,,283.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,504,,,,3.3400,,,,,,,283.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,507,,,,3.3600,,,,,,,283.4,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,510,,,,3.3800,,,,,,,283.5,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,513,,,,3.4000,,,,,,,283.6,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,516,,,,3.4200,,,,,,,283.8,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,519,,,,3.4400,,,,,,,283.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,522,,,,3.4600,,,,,,,284.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,525,,,,3.4800,,,,,,,284.1,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,528,,,,3.5000,,,,,,,284.2,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,531,,,,3.5200,,,,,,,284.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,534,,,,3.5400,,,,,,,284.4,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,537,,,,3.5600,,,,,,,284.5,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,540,,,,3.5800,,,,,,,284.7,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,543,,,,3.6000,,,,,,,284.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,546,,,,3.6200,,,,,,,284.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,550,,,,3.6400,,,,,,,285.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 9/15",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 9/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-43.2,,,,,,,21.1,,,,,,,,,,,,,,,,
,2,,,,,,,,-43.2,,,,,,,21.1,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-43.2,,,,,,,21.1,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-43.2,,,,,,,21.1,,,,,0.0,,,,,,,,,,,
,5,,,,,,,,-43.2,,,,,,,21.1,,,,,0.0,,,,,,,,,,,
,6,,,,,,,,-43.2,,,,,,,21.1,,,,,0.0,,,,,,,,,,,
,7,,,,,,,,-43.2,,,,,,,21.1,,,,,0.0,,,,,,,,,,,
,8,,,,,,,,-43.2,,,,,,,21.1,,,,,0.0,,,,,,,,,,,
,9,,,,,,,,-43.2,,,,,,,21.1,,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 9/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 9/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 9/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-43.3,,,,,,,21.1,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-43.3,,,0.0010,,,,21.1,,,0.0,,,,,,,,,,,,
,2,,,0.0050,,,,,,-43.3,,,0.0040,,,,21.1,,,0.0,,,,,,,,,,,,
,3,,,0.0110,,,,,,-43.2,,,0.0060,,,,21.1,,,0.1,,,,,,,,,,,,
,4,,,0.0195,,,,,,-42.7,,,0.0085,,,,21.1,,,0.5,,,,,,,,,,,,
,5,,,0.0335,,,,,,-41.8,,,0.0140,,,,21.1,,,0.9,,,,,,,,,,,,
,6,,,0.0540,,,,,,-40.1,,,0.0205,,,,21.1,,,1.7,,,,,,,,,,,,
,7,,,0.0780,,,,,,-37.7,,,0.0240,,,,21.1,,,2.4,,,,,,,,,,,,
,8,,,0.1110,,,,,,-33.8,,,0.0330,,,,21.1,,,3.9,,,,,,,,,,,,
,9,,,0.1515,,,,,,-28.7,,,0.0405,,,,21.1,,,5.1,,,,,,,,,,,,
,10,,,0.2015,,,,,,-22.8,,,0.0500,,,,21.1,,,5.9,,,,,,,,,,,,
,11,,,0.2630,,,,,,-16.8,,,0.0615,,,,21.1,,,6.0,,,,,,,,,,,,
,12,,,0.3360,,,,,,-11.6,,,0.0730,,,,21.1,,,5.2,,,,,,,,,,,,
,13,,,0.4120,,,,,,-4.7,,,0.0760,,,,21.1,,,6.9,,,,,,,,,,,,
,14,,,0.5095,,,,,,2.8,,,0.0975,,,,21.1,,,7.5,,,,,,,,,,,,
,15,,,0.6195,,,,,,12.1,,,0.1100,,,,21.1,,,9.3,,,,,,,,,,,,
,16,,,0.7425,,,,,,24.3,,,0.1230,,,,21.1,,,12.2,,,,,,,,,,,,
,17,,,0.8780,,,,,,40.3,,,0.1355,,,,21.1,,,16.0,,,,,,,,,,,,
,18,,,1.0090,,,,,,61.3,,,0.1310,,,,21.1,,,21.0,,,,,,,,,,,,
,19,,,1.1665,,,,,,98.5,,,0.1575,,,,21.1,,,37.2,,,,,,,,,,,,
,20,,,1.3375,,,,,,148.4,,,0.1710,,,,21.1,,,49.9,,,,,,,,,,,,
,21,,,1.3540,,,,,,195.1,,,0.0165,,,,21.1,,,46.7,,,,,,,,,,,,
,22,,,1.3540,,,,,,207.6,,,0.0000,,,,21.1,,,12.5,,,,,,,,,,,,
,23,,,1.3545,,,,,,210.1,,,0.0005,,,,21.1,,,2.5,,,,,,,,,,,,
,24,,,1.3570,,,,,,210.7,,,0.0025,,,,21.1,,,0.6,,,,,,,,,,,,
,25,,,1.3610,,,,,,211.2,,,0.0040,,,,21.1,,,0.5,,,,,,,,,,,,
,26,,,1.3670,,,,,,211.7,,,0.0060,,,,21.1,,,0.5,,,,,,,,,,,,
,27,,,1.3760,,,,,,212.4,,,0.0090,,,,21.1,,,0.7,,,,,,,,,,,,
,28,,,1.3885,,,,,,213.4,,,0.0125,,,,21.1,,,1.0,,,,,,,,,,,,
,29,,,1.4045,,,,,,214.9,,,0.0160,,,,21.1,,,1.5,,,,,,,,,,,,
,30,,,1.4220,,,,,,216.3,,,0.0175,,,,21.1,,,1.4,,,,,,,,,,,,
,31,,,1.4395,,,,,,218.1,,,0.0175,,,,21.1,,,1.8,,,,,,,,,,,,
,32,,,1.4580,,,,,,219.6,,,0.0185,,,,21.1,,,1.5,,,,,,,,,,,,
,33,,,1.4725,,,,,,220.9,,,0.0145,,,,21.1,,,1.3,,,,,,,,,,,,
,34,,,1.4865,,,,,,222.1,,,0.0140,,,,21.1,,,1.2,,,,,,,,,,,,
,35,,,1.5000,,,,,,223.4,,,0.0135,,,,21.1,,,1.3,,,,,,,,,,,,
,36,,,1.5095,,,,,,224.2,,,0.0095,,,,21.1,,,0.8,,,,,,,,,,,,
,37,,,1.5185,,,,,,224.9,,,0.0090,,,,21.1,,,0.7,,,,,,,,,,,,
,38,,,1.5290,,,,,,225.6,,,0.0105,,,,21.1,,,0.7,,,,,,,,,,,,
,39,,,1.5400,,,,,,226.3,,,0.0110,,,,21.1,,,0.7,,,,,,,,,,,,
,40,,,1.5505,,,,,,227.0,,,0.0105,,,,21.1,,,0.7,,,,,,,,,,,,
,41,,,1.5585,,,,,,227.6,,,0.0080,,,,21.1,,,0.6,,,,,,,,,,,,
,42,,,1.5655,,,,,,227.9,,,0.0070,,,,21.1,,,0.3,,,,,,,,,,,,
,43,,,1.5740,,,,,,228.4,,,0.0085,,,,21.1,,,0.5,,,,,,,,,,,,
,44,,,1.5820,,,,,,228.9,,,0.0080,,,,21.1,,,0.5,,,,,,,,,,,,
,45,,,1.5875,,,,,,229.3,,,0.0055,,,,21.1,,,0.4,,,,,,,,,,,,
,46,,,1.5915,,,,,,229.5,,,0.0040,,,,21.1,,,0.2,,,,,,,,,,,,
,47,,,1.5950,,,,,,229.8,,,0.0035,,,,21.1,,,0.3,,,,,,,,,,,,
,48,,,1.5990,,,,,,230.1,,,0.0040,,,,21.1,,,0.3,,,,,,,,,,,,
,49,,,1.6020,,,,,,230.3,,,0.0030,,,,21.1,,,0.2,,,,,,,,,,,,
,50,,,1.6045,,,,,,230.5,,,0.0025,,,,21.1,,,0.2,,,,,,,,,,,,
,51,,,1.6075,,,,,,230.6,,,0.0030,,,,21.1,,,0.1,,,,,,,,,,,,
,52,,,1.6110,,,,,,230.8,,,0.0035,,,,21.1,,,0.2,,,,,,,,,,,,
,53,,,1.6150,,,,,,230.9,,,0.0040,,,,21.1,,,0.1,,,,,,,,,,,,
,54,,,1.6170,,,,,,231.1,,,0.0020,,,,21.1,,,0.2,,,,,,,,,,,,
,55,,,1.6180,,,,,,231.2,,,0.0010,,,,21.1,,,0.1,,,,,,,,,,,,
,56,,,1.6205,,,,,,231.4,,,0.0025,,,,21.2,,,0.2,,,,,,,,,,,,
,57,,,1.6220,,,,,,231.5,,,0.0015,,,,21.2,,,0.1,,,,,,,,,,,,
,58,,,1.6255,,,,,,231.6,,,0.0035,,,,21.2,,,0.1,,,,,,,,,,,,
,59,,,1.6280,,,,,,231.8,,,0.0025,,,,21.2,,,0.2,,,,,,,,,,,,
,60,,,1.6305,,,,,,231.9,,,0.0025,,,,21.1,,,0.1,,,,,,,,,,,,
,61,,,1.6320,,,,,,232.0,,,0.0015,,,,21.2,,,0.1,,,,,,,,,,,,
,62,,,1.6320,,,,,,232.1,,,0.0000,,,,21.2,,,0.1,,,,,,,,,,,,
,63,,,1.6320,,,,,,232.2,,,0.0000,,,,21.2,,,0.1,,,,,,,,,,,,
,64,,,1.6320,,,,,,232.2,,,0.0000,,,,21.2,,,0.0,,,,,,,,,,,,
,,,,1.6320,,,,,,232.0,,,,,,,,,,,,,,,,,EP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 9/15",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 9/15",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 9/15",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,232.8,,,,,,21.4,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,233.6,,,0.0200,,,21.4,,,,,,,0.8,,,,,,,
,6,,,,0.0400,,,,,,,234.5,,,0.0200,,,21.4,,,,,,,0.9,,,,,,,
,9,,,,0.0600,,,,,,,235.4,,,0.0200,,,21.4,,,,,,,0.9,,,,,,,
,12,,,,0.0800,,,,,,,236.3,,,0.0200,,,21.4,,,,,,,0.9,,,,,,,
,15,,,,0.1000,,,,,,,237.2,,,0.0200,,,21.4,,,,,,,0.9,,,,,,,
,18,,,,0.1200,,,,,,,238.1,,,0.0200,,,21.4,,,,,,,0.9,,,,,,,
,21,,,,0.1400,,,,,,,238.8,,,0.0200,,,21.4,,,,,,,0.7,,,,,,,
,24,,,,0.1600,,,,,,,239.6,,,0.0200,,,21.4,,,,,,,0.8,,,,,,,
,27,,,,0.1800,,,,,,,240.4,,,0.0200,,,21.4,,,,,,,0.8,,,,,,,
,30,,,,0.2000,,,,,,,241.1,,,0.0200,,,21.4,,,,,,,0.7,,,,,,,
,33,,,,0.2200,,,,,,,241.9,,,0.0200,,,21.4,,,,,,,0.8,,,,,,,
,36,,,,0.2400,,,,,,,242.5,,,0.0200,,,21.4,,,,,,,0.6,,,,,,,
,39,,,,0.2600,,,,,,,243.2,,,0.0200,,,21.4,,,,,,,0.7,,,,,,,
,42,,,,0.2800,,,,,,,243.9,,,0.0200,,,21.4,,,,,,,0.7,,,,,,,
,45,,,,0.3000,,,,,,,244.5,,,0.0200,,,21.4,,,,,,,0.6,,,,,,,
,48,,,,0.3200,,,,,,,245.1,,,0.0200,,,21.5,,,,,,,0.6,,,,,,,
,51,,,,0.3400,,,,,,,245.7,,,0.0200,,,21.5,,,,,,,0.6,,,,,,,
,54,,,,0.3600,,,,,,,246.2,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,57,,,,0.3800,,,,,,,246.8,,,0.0200,,,21.5,,,,,,,0.6,,,,,,,
,60,,,,0.4000,,,,,,,247.3,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,64,,,,0.4200,,,,,,,247.9,,,0.0200,,,21.5,,,,,,,0.6,,,,,,,
,66,,,,0.4400,,,,,,,248.4,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,70,,,,0.4600,,,,,,,249.0,,,0.0200,,,21.5,,,,,,,0.6,,,,,,,
,72,,,,0.4800,,,,,,,249.5,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,76,,,,0.5000,,,,,,,250.1,,,0.0200,,,21.5,,,,,,,0.6,,,,,,,
,78,,,,0.5200,,,,,,,250.6,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,82,,,,0.5400,,,,,,,251.1,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,85,,,,0.5600,,,,,,,251.6,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,88,,,,0.5800,,,,,,,252.0,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,91,,,,0.6000,,,,,,,252.5,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,94,,,,0.6200,,,,,,,253.0,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,97,,,,0.6400,,,,,,,253.4,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,100,,,,0.6600,,,,,,,253.8,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,103,,,,0.6800,,,,,,,254.2,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,106,,,,0.7000,,,,,,,254.7,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,109,,,,0.7200,,,,,,,255.1,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,112,,,,0.7400,,,,,,,255.5,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,115,,,,0.7600,,,,,,,255.9,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,118,,,,0.7800,,,,,,,256.3,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,121,,,,0.8000,,,,,,,256.7,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,124,,,,0.8200,,,,,,,257.1,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,127,,,,0.8400,,,,,,,257.4,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,130,,,,0.8600,,,,,,,257.9,,,0.0200,,,21.5,,,,,,,0.5,,,,,,,
,133,,,,0.8800,,,,,,,258.3,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,136,,,,0.9000,,,,,,,258.6,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,139,,,,0.9200,,,,,,,258.9,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,142,,,,0.9400,,,,,,,259.2,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,145,,,,0.9600,,,,,,,259.6,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,148,,,,0.9800,,,,,,,259.9,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,151,,,,1.0000,,,,,,,260.2,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,154,,,,1.0200,,,,,,,260.5,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,157,,,,1.0400,,,,,,,260.8,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,160,,,,1.0600,,,,,,,261.1,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,163,,,,1.0800,,,,,,,261.5,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,166,,,,1.1000,,,,,,,261.9,,,0.0200,,,21.5,,,,,,,0.4,,,,,,,
,169,,,,1.1200,,,,,,,262.2,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,172,,,,1.1400,,,,,,,262.5,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,262.8,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,263.1,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,181,,,,1.2000,,,,,,,263.4,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,184,,,,1.2200,,,,,,,263.6,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,187,,,,1.2400,,,,,,,263.9,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,264.2,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,193,,,,1.2800,,,,,,,264.5,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,196,,,,1.3000,,,,,,,264.8,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,199,,,,1.3200,,,,,,,265.0,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,202,,,,1.3400,,,,,,,265.3,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,205,,,,1.3600,,,,,,,265.6,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,208,,,,1.3800,,,,,,,265.8,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,211,,,,1.4000,,,,,,,266.1,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,214,,,,1.4200,,,,,,,266.4,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,217,,,,1.4400,,,,,,,266.6,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,220,,,,1.4600,,,,,,,266.8,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,223,,,,1.4800,,,,,,,267.1,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,226,,,,1.5000,,,,,,,267.4,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,230,,,,1.5200,,,,,,,267.6,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,232,,,,1.5400,,,,,,,267.8,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,236,,,,1.5600,,,,,,,268.1,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,239,,,,1.5800,,,,,,,268.3,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,242,,,,1.6000,,,,,,,268.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,245,,,,1.6200,,,,,,,268.7,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,248,,,,1.6400,,,,,,,268.9,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,251,,,,1.6600,,,,,,,269.2,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,254,,,,1.6800,,,,,,,269.5,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,257,,,,1.7000,,,,,,,269.6,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,260,,,,1.7200,,,,,,,269.9,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,263,,,,1.7400,,,,,,,270.1,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,266,,,,1.7600,,,,,,,270.3,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,269,,,,1.7800,,,,,,,270.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,272,,,,1.8000,,,,,,,270.7,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,275,,,,1.8200,,,,,,,270.9,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,278,,,,1.8400,,,,,,,271.1,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,281,,,,1.8600,,,,,,,271.3,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,284,,,,1.8800,,,,,,,271.5,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,287,,,,1.9000,,,,,,,271.8,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,290,,,,1.9200,,,,,,,272.0,,,0.0200,,,21.5,,,,,,,0.2,,,,,,,
,293,,,,1.9400,,,,,,,272.1,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,296,,,,1.9600,,,,,,,272.4,,,0.0200,,,21.5,,,,,,,0.3,,,,,,,
,299,,,,1.9800,,,,,,,272.5,,,0.0200,,,21.5,,,,,,,0.1,,,,,,,
,302,,,,2.0000,,,,,,,272.7,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,305,,,,2.0200,,,,,,,272.9,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,308,,,,2.0400,,,,,,,273.1,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,273.3,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,273.5,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,317,,,,2.1000,,,,,,,273.8,,,0.0200,,,21.6,,,,,,,0.3,,,,,,,
,320,,,,2.1200,,,,,,,273.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,323,,,,2.1400,,,,,,,274.2,,,0.0200,,,21.6,,,,,,,0.3,,,,,,,
,326,,,,2.1600,,,,,,,274.4,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,329,,,,2.1800,,,,,,,274.5,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,332,,,,2.2000,,,,,,,274.6,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,335,,,,2.2200,,,,,,,274.9,,,0.0200,,,21.6,,,,,,,0.3,,,,,,,
,338,,,,2.2400,,,,,,,275.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,341,,,,2.2600,,,,,,,275.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,344,,,,2.2800,,,,,,,275.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,347,,,,2.3000,,,,,,,275.5,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,350,,,,2.3200,,,,,,,275.7,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,353,,,,2.3400,,,,,,,275.9,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,356,,,,2.3600,,,,,,,276.1,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,359,,,,2.3800,,,,,,,276.3,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,362,,,,2.4000,,,,,,,276.3,,,0.0200,,,21.6,,,,,,,0.0,,,,,,,
,365,,,,2.4200,,,,,,,276.6,,,0.0200,,,21.6,,,,,,,0.3,,,,,,,
,368,,,,2.4400,,,,,,,276.8,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,371,,,,2.4600,,,,,,,276.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,374,,,,2.4800,,,,,,,277.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,377,,,,2.5000,,,,,,,277.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,380,,,,2.5200,,,,,,,277.4,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,383,,,,2.5400,,,,,,,277.5,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,386,,,,2.5600,,,,,,,277.7,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,390,,,,2.5800,,,,,,,277.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,392,,,,2.6000,,,,,,,278.0,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,396,,,,2.6200,,,,,,,278.1,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,398,,,,2.6400,,,,,,,278.2,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,402,,,,2.6600,,,,,,,278.4,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,404,,,,2.6800,,,,,,,278.6,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,408,,,,2.7000,,,,,,,278.7,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,411,,,,2.7200,,,,,,,278.9,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,414,,,,2.7400,,,,,,,279.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,417,,,,2.7600,,,,,,,279.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,420,,,,2.7800,,,,,,,279.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,423,,,,2.8000,,,,,,,279.5,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,426,,,,2.8200,,,,,,,279.7,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,429,,,,2.8400,,,,,,,279.8,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,432,,,,2.8600,,,,,,,279.9,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,435,,,,2.8800,,,,,,,280.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,438,,,,2.9000,,,,,,,280.1,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,441,,,,2.9200,,,,,,,280.2,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,444,,,,2.9400,,,,,,,280.4,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,447,,,,2.9600,,,,,,,280.6,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,450,,,,2.9800,,,,,,,280.7,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,453,,,,3.0000,,,,,,,280.9,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,456,,,,3.0200,,,,,,,281.0,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
,459,,,,3.0400,,,,,,,281.2,,,0.0200,,,21.6,,,,,,,0.2,,,,,,,
,462,,,,3.0600,,,,,,,281.3,,,0.0200,,,21.6,,,,,,,0.1,,,,,,,
