,18,,,1.0390,,,,,,73.7,,,0.1490,,,,19.6,,,22.4,,,,,,,,,,,,
,19,,,1.1830,,,,,,102.3,,,0.1440,,,,19.6,,,28.6,,,,,,,,,,,,
,20,,,1.3570,,,,,,147.5,,,0.1740,,,,19.6,,,45.2,,,,,,,,,,,,
,21,,,1.3735,,,,,,194.1,,,0.0165,,,,19.6,,,46.6,,,,,,,,,,,,
,22,,,1.3735,,,,,,209.5,,,0.0000,,,,19.6,,,15.4,,,,,,,,,,,,
,23,,,1.3740,,,,,,212.9,,,0.0005,,,,19.6,,,3.4,,,,,,,,,,,,
,24,,,1.3765,,,,,,213.7,,,0.0025,,,,19.6,,,0.8,,,,,,,,,,,,
,25,,,1.3800,,,,,,214.2,,,0.0035,,,,19.6,,,0.5,,,,,,,,,,,,
,26,,,1.3855,,,,,,214.8,,,0.0055,,,,19.6,,,0.6,,,,,,,,,,,,
,27,,,1.3935,,,,,,215.6,,,0.0080,,,,19.6,,,0.8,,,,,,,,,,,,
,28,,,1.4050,,,,,,216.6,,,0.0115,,,,19.6,,,1.0,,,,,,,,,,,,
,29,,,1.4195,,,,,,218.0,,,0.0145,,,,19.6,,,1.4,,,,,,,,,,,,
,30,,,1.4360,,,,,,219.6,,,0.0165,,,,19.6,,,1.6,,,,,,,,,,,,
,31,,,1.4515,,,,,,221.3,,,0.0155,,,,19.6,,,1.7,,,,,,,,,,,,
,32,,,1.4670,,,,,,222.9,,,0.0155,,,,19.6,,,1.6,,,,,,,,,,,,
,33,,,1.4795,,,,,,224.3,,,0.0125,,,,19.6,,,1.4,,,,,,,,,,,,
,34,,,1.4895,,,,,,225.4,,,0.0100,,,,19.6,,,1.1,,,,,,,,,,,,
,35,,,1.5000,,,,,,226.2,,,0.0105,,,,19.6,,,0.8,,,,,,,,,,,,
,36,,,1.5115,,,,,,227.1,,,0.0115,,,,19.6,,,0.9,,,,,,,,,,,,
,37,,,1.5220,,,,,,227.9,,,0.0105,,,,19.6,,,0.8,,,,,,,,,,,,
,38,,,1.5335,,,,,,228.8,,,0.0115,,,,19.6,,,0.9,,,,,,,,,,,,
,39,,,1.5420,,,,,,229.6,,,0.0085,,,,19.6,,,0.8,,,,,,,,,,,,
,40,,,1.5475,,,,,,230.1,,,0.0055,,,,19.6,,,0.5,,,,,,,,,,,,
,41,,,1.5525,,,,,,230.6,,,0.0050,,,,19.6,,,0.5,,,,,,,,,,,,
,42,,,1.5590,,,,,,231.0,,,0.0065,,,,19.6,,,0.4,,,,,,,,,,,,
,43,,,1.5650,,,,,,231.5,,,0.0060,,,,19.6,,,0.5,,,,,,,,,,,,
,44,,,1.5725,,,,,,231.8,,,0.0075,,,,19.6,,,0.3,,,,,,,,,,,,
,45,,,1.5785,,,,,,232.3,,,0.0060,,,,19.6,,,0.5,,,,,,,,,,,,
,46,,,1.5820,,,,,,232.6,,,0.0035,,,,19.6,,,0.3,,,,,,,,,,,,
,47,,,1.5845,,,,,,232.7,,,0.0025,,,,19.6,,,0.1,,,,,,,,,,,,
,48,,,1.5880,,,,,,232.9,,,0.0035,,,,19.6,,,0.2,,,,,,,,,,,,
,49,,,1.5930,,,,,,233.0,,,0.0050,,,,19.6,,,0.1,,,,,,,,,,,,
,50,,,1.5970,,,,,,233.4,,,0.0040,,,,19.6,,,0.4,,,,,,,,,,,,
,51,,,1.5990,,,,,,233.6,,,0.0020,,,,19.6,,,0.2,,,,,,,,,,,,
,52,,,1.6015,,,,,,233.8,,,0.0025,,,,19.6,,,0.2,,,,,,,,,,,,
,53,,,1.6040,,,,,,233.9,,,0.0025,,,,19.6,,,0.1,,,,,,,,,,,,
,54,,,1.6065,,,,,,234.1,,,0.0025,,,,19.6,,,0.2,,,,,,,,,,,,
,55,,,1.6080,,,,,,234.3,,,0.0015,,,,19.6,,,0.2,,,,,,,,,,,,
,56,,,1.6105,,,,,,234.5,,,0.0025,,,,19.6,,,0.2,,,,,,,,,,,,
,57,,,1.6130,,,,,,234.6,,,0.0025,,,,19.6,,,0.1,,,,,,,,,,,,
,58,,,1.6155,,,,,,234.7,,,0.0025,,,,19.6,,,0.1,,,,,,,,,,,,
,59,,,1.6180,,,,,,234.9,,,0.0025,,,,19.6,,,0.2,,,,,,,,,,,,
,60,,,1.6205,,,,,,235.0,,,0.0025,,,,19.6,,,0.1,,,,,,,,,,,,
,61,,,1.6205,,,,,,235.1,,,0.0000,,,,19.6,,,0.1,,,,,,,,,,,,
,62,,,1.6205,,,,,,235.1,,,0.0000,,,,19.6,,,0.0,,,,,,,,,,,,
,63,,,1.6205,,,,,,235.2,,,0.0000,,,,19.6,,,0.1,,,,,,,,,,,,
,,,,1.6205,,,,,,235.0,,,,,,,,,,,,,,,,,EP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,V,,,,,,,Meas. value,,,dV,,,Temp.,,,,,,,dE,,,,,,,
,[s],,,,[mL],,,,,,,[mV],,,[mL],,,[°C],,,,,,,[mV],,,,,,,
,0,,,,0.0000,,,,,,,235.6,,,,,,19.9,,,,,,,,,,,,,,
,3,,,,0.0200,,,,,,,236.5,,,0.0200,,,19.9,,,,,,,0.9,,,,,,,
,6,,,,0.0400,,,,,,,237.5,,,0.0200,,,19.9,,,,,,,1.0,,,,,,,
,9,,,,0.0600,,,,,,,238.6,,,0.0200,,,19.9,,,,,,,1.1,,,,,,,
,12,,,,0.0800,,,,,,,239.5,,,0.0200,,,19.9,,,,,,,0.9,,,,,,,
,15,,,,0.1000,,,,,,,240.5,,,0.0200,,,19.9,,,,,,,1.0,,,,,,,
,18,,,,0.1200,,,,,,,241.5,,,0.0200,,,19.9,,,,,,,1.0,,,,,,,
,21,,,,0.1400,,,,,,,242.4,,,0.0200,,,19.9,,,,,,,0.9,,,,,,,
,24,,,,0.1600,,,,,,,243.1,,,0.0200,,,19.9,,,,,,,0.7,,,,,,,
,27,,,,0.1800,,,,,,,243.9,,,0.0200,,,19.9,,,,,,,0.8,,,,,,,
,30,,,,0.2000,,,,,,,244.7,,,0.0200,,,19.9,,,,,,,0.8,,,,,,,
,33,,,,0.2200,,,,,,,245.5,,,0.0200,,,19.9,,,,,,,0.8,,,,,,,
,36,,,,0.2400,,,,,,,246.2,,,0.0200,,,19.9,,,,,,,0.7,,,,,,,
,39,,,,0.2600,,,,,,,246.9,,,0.0200,,,19.9,,,,,,,0.7,,,,,,,
,42,,,,0.2800,,,,,,,247.7,,,0.0200,,,19.9,,,,,,,0.8,,,,,,,
,45,,,,0.3000,,,,,,,248.4,,,0.0200,,,19.9,,,,,,,0.7,,,,,,,
,48,,,,0.3200,,,,,,,249.0,,,0.0200,,,19.9,,,,,,,0.6,,,,,,,
,51,,,,0.3400,,,,,,,249.7,,,0.0200,,,19.9,,,,,,,0.7,,,,,,,
,54,,,,0.3600,,,,,,,250.3,,,0.0200,,,19.9,,,,,,,0.6,,,,,,,
,57,,,,0.3800,,,,,,,250.9,,,0.0200,,,19.9,,,,,,,0.6,,,,,,,
,60,,,,0.4000,,,,,,,251.5,,,0.0200,,,19.9,,,,,,,0.6,,,,,,,
,64,,,,0.4200,,,,,,,252.0,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,66,,,,0.4400,,,,,,,252.6,,,0.0200,,,19.9,,,,,,,0.6,,,,,,,
,70,,,,0.4600,,,,,,,253.2,,,0.0200,,,19.9,,,,,,,0.6,,,,,,,
,72,,,,0.4800,,,,,,,253.8,,,0.0200,,,19.9,,,,,,,0.6,,,,,,,
,76,,,,0.5000,,,,,,,254.3,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,78,,,,0.5200,,,,,,,254.8,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,82,,,,0.5400,,,,,,,255.3,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,84,,,,0.5600,,,,,,,255.8,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,88,,,,0.5800,,,,,,,256.3,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,91,,,,0.6000,,,,,,,256.7,,,0.0200,,,19.9,,,,,,,0.4,,,,,,,
,94,,,,0.6200,,,,,,,257.2,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,97,,,,0.6400,,,,,,,257.7,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,100,,,,0.6600,,,,,,,258.1,,,0.0200,,,19.9,,,,,,,0.4,,,,,,,
,103,,,,0.6800,,,,,,,258.6,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,106,,,,0.7000,,,,,,,259.0,,,0.0200,,,19.9,,,,,,,0.4,,,,,,,
,109,,,,0.7200,,,,,,,259.5,,,0.0200,,,19.9,,,,,,,0.5,,,,,,,
,112,,,,0.7400,,,,,,,259.9,,,0.0200,,,19.9,,,,,,,0.4,,,,,,,
,115,,,,0.7600,,,,,,,260.3,,,0.0200,,,19.9,,,,,,,0.4,,,,,,,
,118,,,,0.7800,,,,,,,260.7,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,121,,,,0.8000,,,,,,,261.1,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,124,,,,0.8200,,,,,,,261.4,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,127,,,,0.8400,,,,,,,261.8,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,130,,,,0.8600,,,,,,,262.2,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,133,,,,0.8800,,,,,,,262.6,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,136,,,,0.9000,,,,,,,263.0,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,139,,,,0.9200,,,,,,,263.4,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,142,,,,0.9400,,,,,,,263.7,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,145,,,,0.9600,,,,,,,264.0,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,148,,,,0.9800,,,,,,,264.3,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,151,,,,1.0000,,,,,,,264.7,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,154,,,,1.0200,,,,,,,265.0,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,157,,,,1.0400,,,,,,,265.3,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,160,,,,1.0600,,,,,,,265.7,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,163,,,,1.0800,,,,,,,266.0,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,166,,,,1.1000,,,,,,,266.4,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,169,,,,1.1200,,,,,,,266.7,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,172,,,,1.1400,,,,,,,267.0,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,175,,,,1.1600,,,,,,,267.3,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,178,,,,1.1800,,,,,,,267.5,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,181,,,,1.2000,,,,,,,267.8,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,184,,,,1.2200,,,,,,,268.2,,,0.0200,,,20.0,,,,,,,0.4,,,,,,,
,187,,,,1.2400,,,,,,,268.5,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,190,,,,1.2600,,,,,,,268.8,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,193,,,,1.2800,,,,,,,269.0,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,196,,,,1.3000,,,,,,,269.3,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,199,,,,1.3200,,,,,,,269.6,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,202,,,,1.3400,,,,,,,269.8,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,205,,,,1.3600,,,,,,,270.1,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,208,,,,1.3800,,,,,,,270.4,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,211,,,,1.4000,,,,,,,270.6,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,214,,,,1.4200,,,,,,,270.9,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,217,,,,1.4400,,,,,,,271.1,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,220,,,,1.4600,,,,,,,271.4,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,223,,,,1.4800,,,,,,,271.7,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,226,,,,1.5000,,,,,,,271.9,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,229,,,,1.5200,,,,,,,272.2,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,232,,,,1.5400,,,,,,,272.5,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,236,,,,1.5600,,,,,,,272.7,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,238,,,,1.5800,,,,,,,272.9,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,242,,,,1.6000,,,,,,,273.1,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,244,,,,1.6200,,,,,,,273.3,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,248,,,,1.6400,,,,,,,273.6,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,251,,,,1.6600,,,,,,,273.8,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,254,,,,1.6800,,,,,,,274.1,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,257,,,,1.7000,,,,,,,274.3,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,260,,,,1.7200,,,,,,,274.5,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,263,,,,1.7400,,,,,,,274.7,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,266,,,,1.7600,,,,,,,275.0,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,269,,,,1.7800,,,,,,,275.1,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,272,,,,1.8000,,,,,,,275.4,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,275,,,,1.8200,,,,,,,275.5,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,278,,,,1.8400,,,,,,,275.7,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,281,,,,1.8600,,,,,,,276.0,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,284,,,,1.8800,,,,,,,276.2,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,287,,,,1.9000,,,,,,,276.4,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,290,,,,1.9200,,,,,,,276.6,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,293,,,,1.9400,,,,,,,276.8,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,296,,,,1.9600,,,,,,,277.0,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,299,,,,1.9800,,,,,,,277.2,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,302,,,,2.0000,,,,,,,277.4,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,305,,,,2.0200,,,,,,,277.5,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,308,,,,2.0400,,,,,,,277.7,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,311,,,,2.0600,,,,,,,277.9,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,314,,,,2.0800,,,,,,,278.2,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,317,,,,2.1000,,,,,,,278.3,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,320,,,,2.1200,,,,,,,278.5,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,323,,,,2.1400,,,,,,,278.7,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,326,,,,2.1600,,,,,,,278.9,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,329,,,,2.1800,,,,,,,279.0,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,332,,,,2.2000,,,,,,,279.2,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,335,,,,2.2200,,,,,,,279.4,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,338,,,,2.2400,,,,,,,279.5,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,341,,,,2.2600,,,,,,,279.7,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,344,,,,2.2800,,,,,,,279.9,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,347,,,,2.3000,,,,,,,280.0,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,350,,,,2.3200,,,,,,,280.2,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,353,,,,2.3400,,,,,,,280.5,,,0.0200,,,20.0,,,,,,,0.3,,,,,,,
,356,,,,2.3600,,,,,,,280.7,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,359,,,,2.3800,,,,,,,280.8,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,362,,,,2.4000,,,,,,,280.9,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,365,,,,2.4200,,,,,,,281.0,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,368,,,,2.4400,,,,,,,281.2,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,371,,,,2.4600,,,,,,,281.4,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,374,,,,2.4800,,,,,,,281.6,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,377,,,,2.5000,,,,,,,281.7,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,380,,,,2.5200,,,,,,,281.9,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,383,,,,2.5400,,,,,,,282.0,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,386,,,,2.5600,,,,,,,282.2,,,0.0200,,,20.0,,,,,,,0.2,,,,,,,
,389,,,,2.5800,,,,,,,282.3,,,0.0200,,,20.0,,,,,,,0.1,,,,,,,
,392,,,,2.6000,,,,,,,282.5,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,395,,,,2.6200,,,,,,,282.6,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,398,,,,2.6400,,,,,,,282.8,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,401,,,,2.6600,,,,,,,283.0,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,404,,,,2.6800,,,,,,,283.1,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,408,,,,2.7000,,,,,,,283.2,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,410,,,,2.7200,,,,,,,283.4,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,414,,,,2.7400,,,,,,,283.5,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,417,,,,2.7600,,,,,,,283.7,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,420,,,,2.7800,,,,,,,283.8,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,423,,,,2.8000,,,,,,,283.9,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,426,,,,2.8200,,,,,,,284.1,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,429,,,,2.8400,,,,,,,284.2,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,432,,,,2.8600,,,,,,,284.4,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,435,,,,2.8800,,,,,,,284.5,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,438,,,,2.9000,,,,,,,284.6,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,441,,,,2.9200,,,,,,,284.8,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,444,,,,2.9400,,,,,,,285.0,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,447,,,,2.9600,,,,,,,285.1,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,450,,,,2.9800,,,,,,,285.2,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,453,,,,3.0000,,,,,,,285.3,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,456,,,,3.0200,,,,,,,285.4,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,459,,,,3.0400,,,,,,,285.5,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,462,,,,3.0600,,,,,,,285.7,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,465,,,,3.0800,,,,,,,285.9,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,468,,,,3.1000,,,,,,,286.0,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,471,,,,3.1200,,,,,,,286.1,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,474,,,,3.1400,,,,,,,286.2,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,477,,,,3.1600,,,,,,,286.3,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,480,,,,3.1800,,,,,,,286.4,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,483,,,,3.2000,,,,,,,286.6,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,486,,,,3.2200,,,,,,,286.7,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,489,,,,3.2400,,,,,,,286.8,,,0.0200,,,20.1,,,,,,,0.1,,,,,,,
,492,,,,3.2600,,,,,,,287.0,,,0.0200,,,20.1,,,,,,,0.2,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,,,,,,Meas. value,,,,,,,Temp.,,,,,dE,,,,,,,,,,,
,[s],,,,,,,,[mV],,,,,,,[°C],,,,,[mV],,,,,,,,,,,
,1,,,,,,,,-34.3,,,,,,,19.6,,,,,,,,,,,,,,,,
,2,,,,,,,,-34.3,,,,,,,19.6,,,,,0.0,,,,,,,,,,,
,3,,,,,,,,-34.3,,,,,,,19.6,,,,,0.0,,,,,,,,,,,
,4,,,,,,,,-34.3,,,,,,,19.6,,,,,0.0,,,,,,,,,,,
,5,,,,,,,,-34.3,,,,,,,19.6,,,,,0.0,,,,,,,,,,,
,6,,,,,,,,-34.3,,,,,,,19.6,,,,,0.0,,,,,,,,,,,
,7,,,,,,,,-34.4,,,,,,,19.6,,,,,-0.1,,,,,,,,,,,
,8,,,,,,,,-34.4,,,,,,,19.6,,,,,0.0,,,,,,,,,,,
,9,,,,,,,,-34.4,,,,,,,19.6,,,,,0.0,,,,,,,,,,,
,10,,,,,,,,-34.4,,,,,,,19.6,,,,,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,,,,,,,,
E - V Curve,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E [mV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,,,,,,,,,,,,
,Time,,,V,,,,,,Meas. value,,,dV,,,,Temp.,,,dE,,,,,,,EP,,,,,
,[s],,,[mL],,,,,,[mV],,,[mL],,,,[°C],,,[mV],,,,,,,,,,,,
,0,,,0.0000,,,,,,-34.4,,,,,,,19.6,,,,,,,,,,,,,,,
,1,,,0.0010,,,,,,-34.5,,,0.0010,,,,19.6,,,-0.1,,,,,,,,,,,,
,2,,,0.0050,,,,,,-34.5,,,0.0040,,,,19.6,,,0.0,,,,,,,,,,,,
,3,,,0.0110,,,,,,-34.4,,,0.0060,,,,19.6,,,0.1,,,,,,,,,,,,
,4,,,0.0200,,,,,,-34.0,,,0.0090,,,,19.6,,,0.4,,,,,,,,,,,,
,5,,,0.0345,,,,,,-33.0,,,0.0145,,,,19.6,,,1.0,,,,,,,,,,,,
,6,,,0.0555,,,,,,-31.3,,,0.0210,,,,19.6,,,1.7,,,,,,,,,,,,
,7,,,0.0800,,,,,,-28.9,,,0.0245,,,,19.6,,,2.4,,,,,,,,,,,,
,8,,,0.1145,,,,,,-25.2,,,0.0345,,,,19.6,,,3.7,,,,,,,,,,,,
,9,,,0.1570,,,,,,-20.0,,,0.0425,,,,19.6,,,5.2,,,,,,,,,,,,
,10,,,0.2085,,,,,,-14.5,,,0.0515,,,,19.6,,,5.5,,,,,,,,,,,,
,11,,,0.2705,,,,,,-8.7,,,0.0620,,,,19.6,,,5.8,,,,,,,,,,,,
,12,,,0.3450,,,,,,-2.2,,,0.0745,,,,19.6,,,6.5,,,,,,,,,,,,
,13,,,0.4220,,,,,,3.3,,,0.0770,,,,19.6,,,5.5,,,,,,,,,,,,
,14,,,0.5205,,,,,,11.5,,,0.0985,,,,19.6,,,8.2,,,,,,,,,,,,
,15,,,0.6320,,,,,,19.6,,,0.1115,,,,19.6,,,8.1,,,,,,,,,,,,
,16,,,0.7575,,,,,,30.5,,,0.1255,,,,19.6,,,10.9,,,,,,,,,,,,
,17,,,0.8950,,,,,,45.2,,,0.1375,,,,19.6,,,14.7,,,,,,,,,,,,
,18,,,1.0440,,,,,,58.2,,,0.1490,,,,19.6,,,13.0,,,,,,,,,,,,
,19,,,1.1880,,,,,,87.2,,,0.1440,,,,19.6,,,29.0,,,,,,,,,,,,
,20,,,1.3620,,,,,,123.5,,,0.1740,,,,19.6,,,36.3,,,,,,,,,,,,
,21,,,1.4715,,,,,,175.1,,,0.1095,,,,19.6,,,51.6,,,,,,,,,,,,
,22,,,1.4715,,,,,,204.4,,,0.0000,,,,19.6,,,29.3,,,,,,,,,,,,
,23,,,1.4715,,,,,,211.8,,,0.0000,,,,19.6,,,7.4,,,,,,,,,,,,
,24,,,1.4730,,,,,,213.5,,,0.0015,,,,19.6,,,1.7,,,,,,,,,,,,
,25,,,1.4755,,,,,,214.2,,,0.0025,,,,19.6,,,0.7,,,,,,,,,,,,
,26,,,1.4800,,,,,,214.8,,,0.0045,,,,19.6,,,0.6,,,,,,,,,,,,
,27,,,1.4860,,,,,,215.5,,,0.0060,,,,19.6,,,0.7,,,,,,,,,,,,
,28,,,1.4955,,,,,,216.5,,,0.0095,,,,19.6,,,1.0,,,,,,,,,,,,
,29,,,1.5085,,,,,,217.6,,,0.0130,,,,19.6,,,1.1,,,,,,,,,,,,
,30,,,1.5235,,,,,,218.7,,,0.0150,,,,19.6,,,1.1,,,,,,,,,,,,
,31,,,1.5390,,,,,,220.3,,,0.0155,,,,19.6,,,1.6,,,,,,,,,,,,
